0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
0,20,30,30,30,30
